,age,sex,underweight,overweight,obese,parents_support,close_friends,students_support,felt_lonely,mean_school_absence,mean_physical_fighting,physically_attacked,cyber_bullied,bullied
16709,14.0,1.0,,,,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
16710,14.0,1.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0
16711,14.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0
16712,14.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,1
16713,14.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
16714,16.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1
16715,15.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,1.5,1.0,0.0,0.0,1
16716,14.0,1.0,,,,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
16717,15.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,2.5,0.0,1.0,1
16718,15.0,1.0,,,,0.0,3.0,0.0,5.0,0.0,0.0,1.0,1.0,1
16719,15.0,1.0,,,,2.0,2.0,3.0,4.0,4.0,0.0,0.0,1.0,1
16720,15.0,1.0,,,,3.0,3.0,3.0,3.0,1.5,0.0,0.0,1.0,1
16721,14.0,1.0,,,,1.0,2.0,4.0,5.0,1.5,0.0,0.0,0.0,1
16722,15.0,1.0,,,,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0
16723,15.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,1
16724,16.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,1.5,2.5,0.0,1.0,1
16725,17.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,4.5,12.0,0.0,1
16726,16.0,0.0,,,,3.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
16727,16.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.5,1.0,0.0,1.0,1
16728,15.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1
16729,15.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
16730,15.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0
16731,16.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.5,0.0,0.0,1.0,1
16732,17.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.5,2.5,0.0,1.0,1
16733,17.0,0.0,,,,1.0,2.0,3.0,4.0,1.5,0.0,0.0,0.0,1
16734,16.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1
16735,16.0,1.0,,,,1.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1
16736,15.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,1
16737,16.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.5,0.0,0.0,0.0,1
16738,15.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1
16739,16.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,,0.0,0.0,0.0,1
16740,16.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1
16741,17.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1.5,2.5,0.0,0.0,1
16742,16.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,2.5,1.0,1.0,1
16743,16.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.5,1.0,0.0,0.0,1
16744,16.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
16745,16.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,1
16746,16.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0
16747,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0
16748,16.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1
16749,16.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1
16750,16.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1
16751,17.0,1.0,,,,1.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,1
16752,16.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1
16753,16.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,1.5,0.0,0.0,1.0,1
16754,16.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1
16755,17.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,,0.0,0.0,1.0,1
16756,16.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,1
16757,17.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,8.5,0.0,0.0,1
16758,16.0,1.0,,,,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1
16759,17.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1
16760,16.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,10.0,4.5,8.0,0.0,1
16761,16.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.5,0.0,0.0,1.0,1
16762,16.0,0.0,,,,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
16763,16.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,1.5,0.0,0.0,1.0,1
16764,16.0,0.0,,,,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1
16765,16.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
16766,15.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,1.5,0.0,2.0,1.0,1
16767,14.0,1.0,,,,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0
16768,15.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,10.0,0.0,1.0,1.0,1
16769,15.0,0.0,,,,2.0,3.0,3.0,1.0,0.0,2.5,0.0,0.0,0
16770,16.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,1.5,0.0,0.0,0.0,1
16771,14.0,1.0,,,,4.0,1.0,4.0,1.0,1.5,0.0,0.0,0.0,1
16772,13.0,1.0,,,,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0
16773,16.0,1.0,,,,5.0,2.0,3.0,1.0,1.5,0.0,0.0,0.0,1
16774,16.0,0.0,0.0,1.0,0.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1
16775,14.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1
16776,16.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,1.5,0.0,0.0,0.0,1
16777,14.0,0.0,,,,0.0,3.0,5.0,1.0,7.5,0.0,0.0,0.0,1
16778,14.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
16779,15.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,1.5,6.5,0.0,0.0,1
16780,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,12.0,2.0,0.0,0
16781,13.0,0.0,,,,3.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,1
16782,15.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
16783,16.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1
16784,17.0,1.0,,,,1.0,2.0,2.0,3.0,1.5,1.0,0.0,0.0,1
16785,13.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,,0.0,0.0,0.0,1
16786,13.0,0.0,,,,2.0,3.0,4.0,2.0,1.5,2.5,0.0,0.0,1
16787,15.0,1.0,,,,3.0,3.0,2.0,3.0,4.0,2.5,0.0,1.0,1
16788,15.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,2.0,10.0,0.0,0.0,1.0,1
16789,14.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0
16790,14.0,1.0,,,,1.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,1
16791,16.0,1.0,,,,3.0,2.0,5.0,3.0,1.5,0.0,0.0,0.0,1
16792,14.0,0.0,,,,5.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0
16793,14.0,0.0,,,,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1
16794,16.0,0.0,,,,1.0,3.0,5.0,1.0,10.0,12.0,0.0,0.0,1
16795,13.0,1.0,,,,4.0,3.0,2.0,1.0,1.5,0.0,0.0,0.0,1
16796,16.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,2.0,10.0,0.0,0.0,,1
16797,15.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1
16798,14.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1
16799,14.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1
16800,14.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
16801,16.0,0.0,,,,5.0,3.0,1.0,1.0,1.5,0.0,0.0,0.0,1
16802,17.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
16803,16.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,1
16804,13.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0
16805,16.0,1.0,0.0,1.0,0.0,5.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,1
16806,13.0,0.0,,,,0.0,3.0,0.0,3.0,,0.0,0.0,0.0,0
16807,15.0,0.0,,,,1.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0
16808,14.0,1.0,,,,4.0,1.0,2.0,4.0,4.0,2.5,0.0,0.0,1
16809,13.0,0.0,,,,3.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,1
16810,15.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,,0.0,0.0,0.0,1
16811,13.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,7.5,1.0,0.0,1.0,1
16812,15.0,1.0,,,,2.0,3.0,5.0,5.0,0.0,2.5,0.0,1.0,1
16813,13.0,0.0,,,,5.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,1
16814,17.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,1.5,0.0,0.0,0.0,1
16815,15.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,1
16816,16.0,1.0,,,,5.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0
16817,15.0,1.0,,,,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
16818,15.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0
16819,14.0,1.0,,,,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0
16820,16.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.5,0.0,2.0,0.0,1
16821,16.0,,,,,5.0,1.0,1.0,1.0,,0.0,0.0,0.0,0
16822,15.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,1
16823,15.0,1.0,,,,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1
16824,15.0,0.0,,,,5.0,3.0,4.0,2.0,4.0,2.5,2.0,1.0,1
16825,15.0,1.0,,,,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0
16826,14.0,1.0,,,,2.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1
16827,16.0,0.0,,,,5.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1
16828,16.0,0.0,,,,3.0,3.0,3.0,2.0,1.5,1.0,0.0,0.0,1
16829,15.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,12.0,0.0,1.0,1
16830,13.0,1.0,,,,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
16831,14.0,0.0,0.0,1.0,0.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1
16832,15.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1
16833,16.0,0.0,,,,4.0,3.0,3.0,2.0,1.5,0.0,0.0,0.0,1
16834,16.0,0.0,,,,1.0,2.0,1.0,1.0,1.5,0.0,0.0,0.0,1
16835,13.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.5,0.0,0.0,0.0,1
16836,16.0,0.0,,,,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
16837,14.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1
16838,15.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
16839,14.0,1.0,,,,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0
16840,15.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1
16841,17.0,0.0,,,,4.0,2.0,3.0,3.0,1.5,0.0,0.0,1.0,1
16842,16.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,1.5,6.5,4.0,0.0,1
16843,14.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.5,1.0,0.0,0.0,1
16844,15.0,0.0,,,,3.0,2.0,3.0,2.0,1.5,1.0,0.0,0.0,1
16845,16.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0,1.5,0.0,0.0,0.0,1
16846,17.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,1.5,0.0,0.0,0.0,1
16847,16.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,0.0,0.0,1.0,1
16848,14.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,2.5,0.0,0.0,1
16849,16.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,1.5,1.0,0.0,0.0,1
16850,16.0,,,,,4.0,2.0,4.0,2.0,0.0,4.5,4.0,0.0,0
16851,14.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.5,0.0,0.0,0.0,1
16852,15.0,0.0,,,,3.0,2.0,5.0,1.0,1.5,0.0,0.0,0.0,1
16853,15.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,1.0,1.5,0.0,0.0,0.0,1
16854,15.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1
16855,15.0,0.0,,,,1.0,3.0,4.0,1.0,0.0,4.5,0.0,0.0,0
16856,15.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,5.0,10.0,1.0,0.0,0.0,1
16857,15.0,1.0,,,,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
16858,15.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,1.5,0.0,0.0,0.0,1
16859,14.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,1
16860,15.0,0.0,,,,2.0,3.0,2.0,2.0,7.5,0.0,0.0,0.0,1
16861,14.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,12.0,0.0,1
16862,16.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,1
16863,16.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,1.0,1.5,1.0,0.0,0.0,1
16864,15.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,1.5,0.0,0.0,1.0,1
16865,16.0,1.0,,,,5.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,1
16866,14.0,0.0,,,,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0
16867,16.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,1.0,1
16868,16.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.5,2.5,2.0,1.0,1
16869,17.0,1.0,,,,3.0,0.0,5.0,4.0,,0.0,0.0,1.0,1
16870,16.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,3.0,0.0,12.0,0.0,0.0,0
16871,17.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,1.5,6.5,12.0,1.0,1
16872,17.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,1.5,1.0,1.0,1.0,1
16873,15.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,4.0,2.5,2.0,0.0,1
16874,17.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1
16875,16.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,7.5,4.5,0.0,1.0,1
16876,17.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,1
16877,15.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1
16878,16.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1
16879,16.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,1.5,2.5,0.0,0.0,1
16880,17.0,1.0,,,,5.0,3.0,4.0,1.0,1.5,0.0,0.0,0.0,1
16881,15.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,3.0,10.0,1.0,0.0,1.0,1
16882,17.0,1.0,,,,1.0,3.0,3.0,4.0,0.0,2.5,2.0,1.0,1
16883,15.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,5.0,7.5,0.0,0.0,1.0,1
16884,15.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0
16885,14.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1
16886,16.0,0.0,,,,3.0,3.0,2.0,1.0,10.0,0.0,0.0,0.0,1
16887,16.0,0.0,,,,4.0,,4.0,2.0,0.0,1.0,0.0,0.0,1
16888,17.0,0.0,,,,1.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,1
16889,16.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1
16890,15.0,0.0,,,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
16891,16.0,1.0,,,,5.0,3.0,5.0,1.0,1.5,10.5,0.0,0.0,1
16892,16.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,0.0,2.5,0.0,0.0,0
16893,14.0,0.0,,,,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0
16894,17.0,1.0,,,,2.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1
16895,15.0,0.0,,,,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0
16896,18.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,1.5,0.0,0.0,0.0,1
16897,17.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0
16898,15.0,1.0,,,,3.0,1.0,3.0,2.0,1.5,0.0,0.0,0.0,1
16899,16.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1
16900,15.0,1.0,,,,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1
16901,17.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,7.5,0.0,0.0,0.0,1
16902,16.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.5,2.0,0.0,1
16903,16.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1
16904,16.0,0.0,,,,5.0,3.0,4.0,2.0,,0.0,0.0,0.0,0
16905,17.0,0.0,,,,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0
16906,16.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1
16907,17.0,0.0,1.0,0.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1
16908,18.0,0.0,,,,3.0,3.0,4.0,1.0,10.0,0.0,0.0,0.0,1
16909,16.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,4.0,1.5,0.0,0.0,1.0,1
16910,16.0,1.0,1.0,0.0,0.0,5.0,2.0,3.0,2.0,1.5,0.0,0.0,1.0,1
16911,15.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,1.5,1.0,1.0,0.0,1
16912,15.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0
16913,17.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,1.0,0.0,2.5,0.0,0.0,1
16914,17.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0
16915,15.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,1.5,0.0,4.0,1.0,1
16916,17.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,2.5,1.0,1.0,1
16917,17.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.5,0.0,0.0,0.0,1
16918,17.0,1.0,,,,4.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1
16919,17.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,1
16920,17.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,1
16921,16.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1
16922,15.0,1.0,,,,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1
16923,17.0,1.0,,,,1.0,1.0,2.0,5.0,1.5,2.5,12.0,0.0,1
16924,17.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.5,0.0,2.0,1.0,1
16925,16.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1
16926,17.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,1
16927,17.0,0.0,,,,3.0,2.0,4.0,2.0,1.5,0.0,0.0,0.0,1
16928,17.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,12.0,0.0,0.0,1
16929,17.0,0.0,,,,5.0,3.0,4.0,1.0,1.5,1.0,1.0,0.0,1
16930,17.0,1.0,,,,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1
16931,17.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,12.0,0.0,1.0,1
16932,17.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1
16933,16.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,1.0,0.0,1
16934,16.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0
16935,16.0,0.0,,,,5.0,3.0,3.0,1.0,0.0,2.5,0.0,0.0,0
16936,17.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,7.5,4.5,0.0,0.0,1
16937,17.0,0.0,,,,1.0,1.0,4.0,1.0,0.0,12.0,0.0,0.0,0
16938,17.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,1
16939,16.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1
16940,17.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0
16941,16.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1
16942,16.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0
16943,16.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
16944,16.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,0.0,1.0,4.0,1.0,1
16945,13.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1
16946,13.0,0.0,,,,2.0,3.0,4.0,3.0,1.5,2.5,4.0,0.0,1
16947,13.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1
16948,13.0,0.0,,,,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,1
16949,13.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,7.5,0.0,0.0,0.0,1
16950,13.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0
16951,13.0,1.0,,,,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0
16952,13.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,0.0,10.0,0.0,1
16953,13.0,1.0,,,,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0
16954,13.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1
16955,13.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1
16956,13.0,1.0,,,,1.0,3.0,2.0,4.0,1.5,2.5,2.0,1.0,1
16957,13.0,1.0,,,,1.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1
16958,13.0,0.0,,,,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1
16959,13.0,0.0,,,,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1
16960,14.0,0.0,,,,3.0,0.0,1.0,3.0,0.0,2.5,2.0,0.0,0
16961,13.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0
16962,13.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.5,0.0,0.0,0.0,1
16963,13.0,0.0,,,,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0
16964,13.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0
16965,13.0,0.0,,,,1.0,3.0,3.0,2.0,0.0,1.0,12.0,1.0,1
16966,16.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1
16967,15.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1
16968,14.0,1.0,,,,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1
